Timestamp,"What kind of pet is this (Dog, Cat, Bird, Other)","Pet's Full Name (you don't have to include your last name. Think ""Winston Churchill"" and not ""Winston Churchill MYLASTNAME"")","Pet's everyday name (e.g. ""Church"")",Pet's age,Pet's breed (if applicable)
7/21/2019 22:38:05,Cat,Baby Tiger,Tiger bub,11,
7/21/2019 22:38:43,Cat,Havoc,BB,2,
7/21/2019 22:40:36,Dog,Asher,Ashie,9,Golden retriever
7/21/2019 22:40:38,Dog,Miley,Miley,13.5,Mutt
7/21/2019 22:40:40,Cat,Tux,Monsieur Tux,2,
7/21/2019 22:41:00,Other,Paisley Desert Melody ,Melody,7,Mustang (horse)
7/21/2019 22:41:07,Dog,Suzie,Suzie,5,Chocolate lab
7/21/2019 22:41:27,Dog,Joshua,Joshie,9,Golden retreiver
7/21/2019 22:42:08,Dog,Kona Kai,Kona,2,"Mutt: half terrific, half amazing (most likely golden retriever/German Shepherd "
7/21/2019 22:42:19,Cat,Simba,Simba,6,DSH (He orange)
7/21/2019 22:43:04,Dog,Charlie,Charlie,11,Boston Terrier x Pug
7/21/2019 22:43:11,Turtle,Lucky,Lucky,Unknown,Desert tortoise
7/21/2019 22:43:41,cat,Duncan,Duncan,5.5,NA
7/21/2019 22:44:09,Dog,Lucky,Lucky,4,Lab retriever 
7/21/2019 22:44:25,Dog,Lily Ann ,Lily,3,Golden retriever 
7/21/2019 22:44:38,Dog,Robbie,Robbie,10,West Highland White
7/21/2019 22:44:39,Dog,Chance ,Chance ,4,Lab Retriever 
7/21/2019 22:45:30,Cat,Mir Hector,Mir,11.5,Domestic shorthair
7/21/2019 22:45:38,Cat,Clover,Clo,2-3,
7/21/2019 22:46:05,Cat,Lacerta Grace,Laci,11,Domestic shorthair
7/21/2019 22:46:08,Dog,McGregor,Gregs,11,Scottish Terrier
7/21/2019 22:46:10,Cat,Mosephus,Mo,3-4,
7/21/2019 22:46:51,Dog,Maggie,"Mags, maggals",6,Corgi
7/21/2019 22:46:55,Dog,Boo Radley Beauregard ,Boo,5,Hound mix
7/21/2019 22:48:01,Cat,Pictor James,Pictor ,8,Lynx point Siamese
7/21/2019 22:48:12,Cat,Yellowie,Old man,19,
7/21/2019 22:48:31,Cat,Sylvio,Syl,14,
7/21/2019 22:48:31,Dog,Jean Louise,Scout,2.5,Golden Retriever
7/21/2019 22:48:54,Cat,Cooper Kent DeGroat,Cooper/Tooper,1,Tuxedo Cat 
7/21/2019 22:49:17,Dog,Java Joe,Joe,7 weeks,Corgi
7/21/2019 22:49:41,Dog,Heidi hoho,Heidi,7,Rescue 
7/21/2019 22:50:53,Dog,Finlay Heisenberg ,Finn,8 years old,Shetland Sheepdog
7/21/2019 22:51:02,Cats,Porkchop ,Porkie,4,Rescue 
7/21/2019 22:51:06,Dog,Nala Belle,Nala,11,Golden retriever
7/21/2019 22:51:36,Cat,Lila,Lielee,10,Long hair domestic 
7/21/2019 22:52:14,Dog,Matelin Paco Junior,Mate,9,Australian Shepherd 
7/21/2019 22:51:45,Cat,Applesauce ,Apple,2,Rescue 
7/21/2019 22:52:48,Dog,Eddie ,Eddie,8,Chihuahua 
7/21/2019 22:52:17,Dog,Sir Thompson Squigglebutt,Tommy,7,Chihuahua
7/21/2019 22:53:16,Dog,Miss Kasey Bubbles ,Kasey,8,English Setter
7/21/2019 22:53:44,Dog,Angel ,Angel,9,Golden retriever
7/21/2019 22:54:07,Dog,Loosie,Goose,15,Whippet
7/21/2019 22:54:18,Bird,Ruby ,Ruby,2,Parakeet 
7/21/2019 22:54:40,Dog,Sophie ,Sophie,14,Whippet
7/21/2019 22:55:13,Lizard ,Robert ,Robbie,1,Leopard gecko 
7/21/2019 22:55:18,Dog,Douglas,Douglas,10,Basset Hound
7/21/2019 22:55:37,Dog ,Zoi,Z,1,English Setter
7/21/2019 22:55:53,Cat,Menke,Menke,4,Manx 
7/21/2019 22:56:01,Dog,Jasper,Jasper,14,Whippet
7/21/2019 22:56:23,Dog,Rupert,Roo,3,Basset Hound
7/21/2019 22:56:58,Dog,Spencer,Spence,10,Pointer 
7/21/2019 22:57:32,Dog,Sir Clyde Bootsie Sideeye,Clyde ,11,Chihuahua 
7/21/2019 22:58:01,Dog,Daisy Mae,Daisy,7,Goldendoodle
7/21/2019 23:01:50,Dog,Teddy Bear,Teddy,11,Chow chow/Australian Shepard 
7/21/2019 23:06:09,Dog,Edward Gene ,Eddy,15,Golden Retriever 
7/21/2019 23:05:40,Dog,Peaches Monroe,Peaches,4,Jack Russell Terrier 
7/21/2019 23:06:19,Dog,Sir Nicholas,Nick,9,Corgi/jack russell 
7/21/2019 23:06:26,Dog,Eowyn,Eo,13,Shih tzu
7/21/2019 23:06:42,Dog,Jayden,Denden,8,Shih tzu
7/21/2019 23:06:56,Dog,Joey,Jo,1,Golden retriever
7/21/2019 23:08:34,Dog,Walker Texas Ranger ,Wally,1,Labrador Mix 
7/21/2019 23:08:53,Dog,Mike Mussina ,Moose,1,Labrador mix 
7/21/2019 23:10:09,Cat,Azuca,Zucchini,8,
7/21/2019 23:13:49,Cat,Lady Bluebelle,Bluebelle,16,DMH 
7/21/2019 23:12:08,Dog,Demon Deacon,Deke,13,Golden Retreiver
7/21/2019 23:12:01,dog ,benny the tiny von hudehoff,benny,5,yorkshire
7/21/2019 23:14:18,Dog,Jacky,Jack,3,Golden Retriever
7/21/2019 23:14:47,Dog,Gigi,Gigi,10,Golden Retriever 
7/21/2019 23:15:04,Dog,Liontamer’s Nelson M Mandela ,Nelson ,2,Rhodesian Ridgeback 
7/21/2019 23:15:17,Dog,Toby,Toby,12,Golden Retriever
7/21/2019 23:15:33,Dog,Sugar,Sugar,13,Mix
7/21/2019 23:15:37,Cat,Rey,Rey,2,
7/21/2019 23:15:37,Dog,Mackley,Mackey,4,American Bulldog
7/21/2019 23:15:44,cat,Gordon BaNarNar,Gordon,6,Tabby
7/21/2019 23:15:50,Dog,Sugar,Sugar,5,Golden Retriever
7/21/2019 23:16:18,Dog,Minnie,Minnie,10,Min pin
7/21/2019 23:18:10,Dog,Meeko letang,Bubby,3 years,Rough collie
7/21/2019 23:20:18,Cat,"Mephistopheles, der leibhaftige Teufel, Lord of the Underworld, Bringer of Darkness  ",Felix,11,DSH
7/21/2019 23:20:55,Dog,Oddjob,Jobby,11,Puggle
7/21/2019 23:20:57,Cat,River,River,8,DSH Orange Tabby
7/21/2019 23:22:55,Dog,Charleston Wesley,Charlie,1,Goldendoodle
7/21/2019 23:23:18,Dog,Shelby,Shelb ,3 months (puppy puppy!!!!),Mutt
7/21/2019 23:23:43,Dog,Barracuda ,Cuda ,3 months ,GSD Mix 
7/21/2019 23:24:04,Hamster ,Lilapution Marie,Lilla,0,
7/21/2019 23:24:08,Dog,Daisy ,Daisy,5,Chocolate lab mix
7/21/2019 23:24:09,Dog,Moose Van Haus Huenink,Moose,3,Rottweiler
7/21/2019 23:24:26,Dog,Princess Bella Marie,Bella,11,Mini Dachshund/Beagle mix
7/21/2019 23:24:29,Hamster ,Turtle Dove,Turtle,0,Syrian
7/21/2019 23:24:42,Dog,Geno Stoneycreek Pugh,Beans,2,Rottweiler
7/21/2019 23:24:44,Cat,Axel daxel,Axel,9,Short hair domestic 
7/21/2019 23:25:05,Fish,Michael Lee,Michael ,11 months,Betta 
7/21/2019 23:25:12,Cat,Babe Ruthy,Babe,9,Domestic short hair 
7/21/2019 23:25:14,Dog,Sadie Mae,Sadie,6,German Shorthaired Pointer
7/21/2019 23:25:38,Chinchilla ,Stanley ,Stan Bug,0,
7/21/2019 23:25:54,Dog,Ruby Sue,Ruby,3,Blue tick Coonhound
7/21/2019 23:26:28,Bunny,Richard Fineman,Richie,4,
7/21/2019 23:27:50,Dog,Zoey,Zoey/zozo,8,Golden retriever
7/21/2019 23:28:40,Dog,Apollo,Apollo,10,Boxer
7/21/2019 23:28:52,Dog,Petey,Pete,11,lab mix
7/21/2019 23:29:33,Cat,Scuto,Scutie,10,Burmese
7/21/2019 23:29:12,Dog,Sadie Blue,Sadie,9,Border collie mix
7/21/2019 23:29:48,Dog,Mira,Weetum,13.5,lab/greyhound
7/21/2019 23:30:23,Dog,Ginger,Ginger,We aren’t sure- around 8-10,Staffordshire mix
7/21/2019 23:30:28,cat,Cookie Dough,Miss Dough,6,cat
7/21/2019 23:30:57,Tortoise ,Kachu,Kachu,4 years ,
7/21/2019 23:32:49,Dog,Hairy Potter,Hairy,12,Smol terrier
7/21/2019 23:34:59,Dog,Cricket,Crickita ,Deceaced 12 years :(,"Half schitzu, half long haired miniature dachshund "
7/21/2019 23:34:50,Dog,Xenia Marie,Xenia,8,German Shepherd
7/21/2019 23:35:13,Other,Potato,Tot,3,Abyssinian Guineapig 
7/21/2019 23:35:34,Dog,Daisy Mae,Daisy,12,Cairn Terrier
7/21/2019 23:37:32,Other,Ashe,Ashe,3,American standard chinchilla 
7/21/2019 23:40:45,Goldfish,Mr. Moesby,Mr. Moesby,3 years approx. ,Goldfish (common)
7/21/2019 23:39:19,Goldfish ,Helen,Helen,3 years (approx),Goldfish (tiny)
7/21/2019 23:41:25,Dog,Skylar,Sky dog,15,Mini Aussie
7/21/2019 23:43:06,Dog,Maybus Dogstoevsky,Maybe,11,Treeing Walker Coonhound
7/21/2019 23:43:45,Dog,Kahlua ,"Louie, LouLou, KaHULA, FlufferNutter",7,Mini Aussie
7/21/2019 23:44:06,Cat,Foster,Foster,13,Domestic Shorthair - Gray Tabby
7/21/2019 23:44:34,Cat,Reese,Reese,13,Domestic Shorthair - Tortoiseshell 
7/21/2019 23:44:48,Dog,Maggie pie thatcher,Maggie,4 months,Blue lacy 
7/21/2019 23:46:11,Dog,Ashildr,Ashy,1,Boxer
7/21/2019 23:46:19,Dog,Elsa,Stinky poo poo,4-1/2,German Shepherd
7/21/2019 23:46:59,Dog,Belle,Stinky poo poo too,4-1/2,Golden retriever
7/21/2019 23:47:37,Cat,Mufasa,Mufasa,~14,Yellow tabby long hair
7/21/2019 23:47:53,Dog,Zeus,Zeusy,8,Jack Russel mix
7/21/2019 23:48:15,Guinea pig,Niblet,Fat pig,~4,Guinea pig 
7/21/2019 23:48:58,Dog,Molly,Miss Pants,6,Lab mix
7/21/2019 23:49:12,Cat,Valerie Spaceship Pizza Party,Bubba,6,Domestic shorthair
7/21/2019 23:49:54,Hamster,Penelope,Penne,1,Syrian
7/21/2019 23:49:55,Cat,Peanut,Peenie paneenie,4 months,Calico
7/21/2019 23:51:39,Cat,Jupiter,  Monsieur Jups,6,Domestic short hair
7/21/2019 23:52:38,Dog,Chip,"Chippy, Chipper, Dumbo, or Chipper Dipper",13.5 years,Yellow Lab
7/22/2019 0:00:20,Dog,Chewustuffer Asshole,Chewy,2,Golden Retriever
7/22/2019 0:00:59,Dog,Sailor Moon,Either Sailor or Moon,4,Newfoundland
7/22/2019 0:01:01,Dog,Navigator’s Sipsey River PrinceS,Sipsey,11,Labrador Retreiver
7/22/2019 0:01:03,Dog,Buddy,Bud,9,Border collie 
7/22/2019 0:01:41,Dog,Brown Butter Biscuit,Biscuit,12,Labrador Retriever
7/22/2019 0:02:06,Dog,Millie,Lil mil,13,Shih tsu cross 
7/22/2019 0:03:31,Dog,Jonah,Jonah,5,Lab/Collie
7/22/2019 0:04:10,Dog,Diggs,Diggs,9 years,Australian Cattle Dog
7/22/2019 0:04:22,Bird,Gudlaguba,guba,2,
7/22/2019 0:04:39,Dog,Herman,"Hermie, Herm-Derm, Herbie, Herm-Worm",14,Dachshund 
7/22/2019 0:05:08,Cat,Isis,Isis,9,Domestic shorthair
7/22/2019 0:05:56,Dog,Datsyuk,Datsyuk,8 mos,Shepherd mix
7/22/2019 0:06:28,Dog,Nightwing ,Nightwing,6,Lhasa Apso / Maltese 
7/22/2019 0:06:39,Dog,Isabella,Bella,5,German Shepard/ Australian Shepard
7/22/2019 0:07:11,Dog,Princess Buttercup,Princess,4,Lhasa Apso / Maltese 
7/22/2019 0:10:07,Dog,Sir Jake of Zoar,Jake,11,Yellow lab
7/22/2019 0:10:13,Cat,Michael Theodore Wazowski,Mike,2,Fuzzball
7/22/2019 0:12:12,dog,scout,scout,6,King Charles
7/22/2019 0:11:15,Dog,Aluxe,Aluxe,14,Poodle
7/22/2019 0:12:41,dog,brownie,brownie,11,king Charles
7/22/2019 0:17:48,Cat,Catsby,Catsby,12,Domestic shorthair
7/22/2019 0:18:14,Rabbit,Clementine the Lemon,Clem,7,
7/22/2019 0:19:38,Dog,Shelby May,Shelbs,6 years and 1 month,Terrier Mix
7/22/2019 0:20:59,Dog,Mr. Henry Midas Darcy,Henry,7,Golden Retriever 
7/22/2019 0:21:36,Cat,Hermes,Hermes,10 years,Unknown
7/22/2019 0:23:35,Dog,Annie Reese,Annie,11,Husky/Corgi mix 
7/22/2019 0:28:23,Dog,Blackjack,Blackjack,3,Lab and pit mix 
7/22/2019 0:29:08,Cat,Dolly Madison ,Dolly,11,American short hair
7/22/2019 0:29:50,Cat,Franklin Roosevelt ,Franklin,16,Siamese
7/22/2019 0:31:05,Cat,Abby,Abby,2.5,
7/22/2019 0:33:19,Dog,Jaden,Jaden,,8 years
7/22/2019 0:34:04,dog,Sophie,Soph,9 years,Golden Retriever
7/22/2019 0:36:23,Cat,Elizabeth Bennet,"Elizabeth, no!",13,Domestic long-hair
7/22/2019 0:35:16,Cat,Amadeus,Booboo,13,Domestic long-hair
7/22/2019 0:39:03,Dog,Petey,Petey,11,Golden Retriever
7/22/2019 0:39:30,Dog,Jack,Jackson,11,Golden Retriever
7/22/2019 0:41:50,Dog,Bella,Bell,8 years ,Puggle
7/22/2019 0:45:40,Dog,Starsky Buford,Starsky,7,Foxhound (I think)
7/22/2019 0:46:21,Other: prairie dog, Beatrice,Trixie,5,Mexican black tailed
7/22/2019 0:46:48,Dog,Quito,Kiki,4,Lab/APBT/Great Dane/GSD/Australian Cattle Dog/Rottweiler (Embark confirmed)
7/22/2019 0:47:08,Dog,Wiggins,Wiggs,3,Black lab basset houd mix
7/22/2019 0:47:44,Bird,Aretha,The broody one,1,Black star hen
7/22/2019 0:49:04,Other: snake,Stanley,Stanley,1,Ball python
7/22/2019 0:49:38,Dog,Bella,Smelly Belly,13,Weimeraner
7/22/2019 0:50:09,Hermit Crab,Golddigger,Goldie,unknown,Australian
7/22/2019 0:51:27,Dog,Maple,"Mapie, Mapes",5 months old ,Shiba Inu
7/22/2019 0:51:57,Dog,Sara,Sara,7 years old,Polish Tatra Sheepdog
7/22/2019 0:53:32,Other: bees,Professor McGongall (the queen),Hogwarts (the hive),A few months,
7/22/2019 0:54:18,Dog,Clementine,Clem,5.5yrs,Coonhound
7/22/2019 0:54:31,Dog,Ali May,Ali,12,Lab mix
7/22/2019 0:54:36,Dog,Aspen,Ass-pen,3y,Coonhound
7/22/2019 0:54:48,Dog,Amber,Amber,2,German pointer
7/22/2019 0:54:56,Other- guinea pig,Diego,Dego Bear,3,
7/22/2019 0:55:10,Other,Linus,Linus,1,American guinea pig
7/22/2019 0:55:11,Dog,Coquine,Ti-Chat,15,Maltese
7/22/2019 0:55:15,Other- guinea pig,Colby,Colbs,3,
7/22/2019 0:57:00,Dog,Medley May ,Med head/big medley,8,Great Dane 
7/22/2019 0:57:28,Dog,Maggie ,Mag bag ,3,Great Dane 
7/22/2019 0:58:21,Dog,Finn Jethro,Finny,7,Poodle
7/22/2019 0:59:01,Dog,Tallulah Lilac,Lulah,4,Poodle
7/22/2019 1:00:04,Dog,Bear,Bear,6,Husky - shepherd - collie 
7/22/2019 1:00:46,Cat,Fuji,Worm,9,Domestic house cat
7/22/2019 1:03:07,Dog,Emily,Emily,7,American Pitbull Terrier
7/22/2019 1:02:22,Dog,Winifred Yankeestaff Arnone,Winnie,13,English Staffordshire Bull Terrier
7/22/2019 1:04:54,Dog,Bella,Bella,9,Shih tzu 
7/22/2019 1:07:07,Dog,Mocha Latte,Moch,2,Retriever/Pitbull 
7/22/2019 1:06:53,Dog,Bentley Rockstaff Jardine Arnone,Bentley,10 months,English Staffordshire Bull Terrier
7/22/2019 1:07:28,Cat,Lili,Lili,11,Russian Blue
7/22/2019 1:07:34,Dog,Freddie Mercury,Freddie,15,Mini Schnauzer
7/22/2019 1:08:04,Dog,Einstein Pancake,Einstein ,11,Shih tzu/ poodle
7/22/2019 1:08:14,Cat,Kit Marlowe,Marlowe,11ish?,Domestic shorthair tabby
7/22/2019 1:09:02,Dog,Sir Eggs Benedict,Benny,2.5,Pembroke Welsh Corgi
7/22/2019 1:09:08,Dog,Bandit ,Ban ban,8,Husky
7/22/2019 1:10:57,Cat,Beauregard Montgomery Cat,Beau,3,Black and White
7/22/2019 1:09:46,Dog,Mac,Mac,5,Border Collie
7/22/2019 1:10:21,Dog,Shepherd E Stoltzfus,Shep,5,Border Collie
7/22/2019 1:13:02,Dog,Cinnamon,Chinamon,4,Golden Lab
7/22/2019 1:13:03,Rabbit,Greta,Greta,13,Mini Rex
7/22/2019 1:19:23,Dog,Rocky Ciroc,Ciroc,6,Bichon Frise
7/22/2019 1:20:09,Cat,Cloudy,Cloudy,9,
7/22/2019 1:20:26,Cat,Sunny,Sunny,5,
7/22/2019 1:24:09,Dog,Jack,Jack,2,Miniature Dachshund
7/22/2019 1:23:08,Dog,Baldrick of Blackadder Bob,Bob,14,Miniature Schnauzer
7/22/2019 1:24:50,Dog,Danny,Danny,deceased,Pomeranian - Indian mongrel mix
7/22/2019 1:29:14,Dog,Troy,Sweetie,9,Pit mix
7/22/2019 1:39:58,Dog,Lavender,Lav,8,Pit bull
7/22/2019 1:40:20,Dog,Buddy,Mr. B,6,Golden retriever 
7/22/2019 1:42:08,Dog,Chase,Chase,6,Boxer
7/22/2019 1:43:18,Doggo,Charlotte,Charlie,8 human years,Mostly Border Collie (though she does not behave like one)
7/22/2019 1:43:05,Dog,Ice,Ice,14,Sharpei/Dachshund mix
7/22/2019 1:44:45,Beta fish,Alpha (the Beta),Alpha,1 month,
7/22/2019 1:45:09,Dog,Dolly,Dolly,7 & 1/2 months,Lab mix
7/22/2019 1:48:15,Dog,Geoffrey,Geoffrey ,1,Maltipoo
7/22/2019 1:50:55,Rabbit ,Aragorn,Strider,5,Dwarf lop 
7/22/2019 1:51:43,Rabbit ,Arwen ,Arwen ,4,Lion head dwarf lop 
7/22/2019 1:52:23,Dog,Holly ,Holly,8.5,Golden retriever 
7/22/2019 1:57:05,dog,coco pollybird,coco,10,cocker spaniel
7/22/2019 1:58:19,Dog,Tim,Tim,12,Beagle
7/22/2019 2:01:18,Dog,Magui Josefina Primera Mercado,Moñoñito,16(+),English Cocker Spaniel
7/22/2019 1:59:47,Turtle,Robustiana,Robby,5,
7/22/2019 2:02:04,Dog,Scooby,Scoob,Unknown,American cocker Spaniel
7/22/2019 2:02:51,Dog,Balto José,Bartolo,Six,
7/22/2019 2:03:29,Bird,Lulú Anastasia,Pollo,16,
7/22/2019 2:07:53,Dog,Xena Badass McAwesome Princess Flufflepuffs of the Ashen Fields of Mordor,Xena,6,Golden Retriever
7/22/2019 2:08:03,Dog,Wilbur,Wilby ,6,French X British Bulldog
7/22/2019 2:08:46,Dog,Rowena Ravenclaw,Puppy,3,Rhodesian ridgeback
7/22/2019 2:09:28,Dog,Magnificent,Maggie,7,King Charles/papillon mix
7/22/2019 2:08:57,Dog,Nova,Scoosh ,7 months ,Cocker Spaniel 
7/22/2019 2:10:40,Dog ,Penny ,Penny,12,Ray terrier 
7/22/2019 2:11:01,Cat,Jasper ,Jasper,8,
7/22/2019 2:11:58,Dog,Maisie taters ,Maisie ,2,Hound mix 
7/22/2019 2:12:40,Dog,Guinness ,Guinness ,9,Australian shepherd
7/22/2019 2:12:47,Dog,Johnny Bee,Johnny ,5,Boxer mix 
7/22/2019 2:12:55,Cat,Emma,Emma-zoo ,21,Calico
7/22/2019 2:13:18,Dog,Mayflower,May,12,Labrador
7/22/2019 2:13:05,Cat,Benjamin ,Ben ,6,
7/22/2019 2:13:40,Dog,Roscoe,Roscoe,13,Beagle 
7/22/2019 2:13:40,Cat,Pitted bear ,Pits ,6,
7/22/2019 2:14:16,Cat,Lily ,Lily ,20,
7/22/2019 2:13:59,Cat,Maggie,Maggie,19,
7/22/2019 2:15:02,Cat,Tom,Tomsl,18,British short-hair
7/22/2019 2:15:22,Cat,Gerri,Gerri,17,British short-hair
7/22/2019 2:23:32,Dog,Ashley,Ashley,5,English Cocker Spaniel 
7/22/2019 2:22:47,Katze,Moritz,Mori,Eight,None
7/22/2019 2:24:37,Dog,Janis,Janis,7,
7/22/2019 2:29:52,Dog,Leonardo,Leo,7,Pekingese
7/22/2019 2:25:28,Rabbit ,Cheeky,Twatty,5,
7/22/2019 2:33:54,Cat,Tyler,Doofus,11,Domestic shorthair
7/22/2019 2:33:19,Dog ,Ceili Kibbles,Ceili (pronounced K-Lee),10,Golden retriever
7/22/2019 2:34:31,Cat,Kiki,Kikster,11,Domestic Shorthair
7/22/2019 2:36:34,Dog,Charlie,Charlie,5 months,Bernese mountain dog
7/22/2019 2:37:00,Cat,Oreo,Oreo,3 months,Shorthair
7/22/2019 2:37:42,Cat,Ichi,Itch,8,
7/22/2019 2:37:28,Fish,Mussel ,Muss,3 years,
7/22/2019 2:37:53,Dog,Mango,Mango,2 years,
7/22/2019 2:38:18,Hamster,Muffin,Muffin,2 years,
7/22/2019 2:44:20,Dog,Rufus,Roofie,14,Golden Retiever
7/22/2019 2:45:58,Dog,Daisy,Daze,4 months,Golden Retriever
7/22/2019 2:44:50,Dog,Lily,Lils,13,Golden Retriever
7/22/2019 2:45:27,Dog,Bertie,Bertie Boy,4 months,Golden retriever
7/22/2019 2:52:42,Dog,Max,Bear,7,Akita
7/22/2019 2:52:59,Dog,Molly,Moo,7,Beagle
7/22/2019 2:53:23,Dog,Poppy,Poppy dog,2,Golden retriever!
7/22/2019 2:53:41,Dog,daisy,Daisy dog,2,Golden retriever! 
7/22/2019 2:57:56,Cat,Nica-Nu,Nica-NO-GIVE-THAT-BACKQ,21 months,British Shorthair
7/22/2019 2:59:51,Cat,Meredith,Mer ,8,
7/22/2019 2:58:31,Dog,Koda,Koda,9,Golden retriever 
7/22/2019 2:59:04,Dog,Elwood,Elwood,9,Golden retriever 
7/22/2019 2:59:32,Dog,Jake,Jakey,9,Golden retriever  
7/22/2019 3:00:10,Cat,Blizzard,White,13,
7/22/2019 3:01:31,Cat,Hemingway,Hemi,9,
7/22/2019 3:00:26,Cat,George,Porge,11,
7/22/2019 3:00:32,Dog,Miles ,Miles,8,Labrador 
7/22/2019 3:05:20,Cat,Sherbert,Sherbert ,1,
7/22/2019 3:13:32,Cat,Liesje,Liesje,5,Tortoiseshell
7/22/2019 3:23:22,Dog,Indiana ,Indy,10,Springer spaniel
7/22/2019 3:24:05,Cat,Diego Maradona,Degs,3,
7/22/2019 3:23:44,Dog ,Maximus Harvey ,Max,2,Golden retriever 
7/22/2019 3:24:29,Cat,Paco ,PAC man ,2,
7/22/2019 3:26:43,Dog ,Douglas Ray Richardson the Third ,Doug ,6ish,Red heeled 
7/22/2019 3:39:52,Guinea Pig,Wilbur,Wilbur,1,n/a
7/22/2019 3:39:23,Guinea Pig,Vincent,Vinnie,1 year,n/a
7/22/2019 3:49:48,Dog,Harley,Gnarly,4,Pug
7/22/2019 3:50:41,Tortoise,Taco,Taco,≈7,Russian Tortoise
7/22/2019 3:51:06,Dog,Buster,Busty ,14,Jack Russell
7/22/2019 3:51:27,Dog,Alfie,Alfie Dude,14,Jack Russell
7/22/2019 3:53:43,Dog,Mila,Mila,9,Mixed breed Boomer
7/22/2019 3:59:19,Dog ,Zero,Boydog,10,Rhodesian Ridgeback 
7/22/2019 4:09:59,Rabbit,Cirkeline,Cirkeline,7,Mixed
7/22/2019 4:14:20,Dog,Bella Nina; Thomas James; Archie,Bella; Tom; Archie,7yrs; 4yrs; 4mos,German Shepherd x Border Collie; not sure; German Shepherd
7/22/2019 4:20:08, Cat,"Mao. (As in Chairman Mao,  not miaow or Mayo. ",Mao ,14, Moggy 
7/22/2019 4:21:50,Dog,Briggs,Briggy,10,Lab mix
7/22/2019 4:19:27,Dog,Mya (The Dog),My,13,Yellow Lab
7/22/2019 4:20:04,Cat,Dee Dee ,Dee,13?,
7/22/2019 4:20:57,Dog,Neela,Neely ,8,Shih tzu 
7/22/2019 4:22:46,Dog,Hank,Hankle ,2,Blue heeler/Australian shepherd
7/22/2019 4:24:04,Dog,Button,Button,7,Cockalier 
7/22/2019 4:23:05,Dog,Missy Princess,Missy,14,Cocker spaniel
7/22/2019 4:23:39,Dog,Prince,Prince,7,German shepherd/golden retriever
7/22/2019 4:29:56,Dog,Samuel,Sam,8,Golden Retriever
7/22/2019 4:30:15,Cat,Wolfe,Buddu,11.5,Domestic short hair 
7/22/2019 4:31:13,Cat,Muppet,Muppy,6,Tabby
7/22/2019 4:31:52,Bird,Bruce,Brucey,10,Budgerigar
7/22/2019 4:58:43,Dog,Precious Fudge,Miss Precious,12,Chocolate lab/collie
7/22/2019 4:48:57,dog ,truffles ,truffs ,11,chocolate poodle 
7/22/2019 4:49:25,dog ,woodland ,woody ,4,long haired chihuahua 
7/22/2019 5:00:20,Rat,Tomasa,Tommy,1 year 10 months,
7/22/2019 4:59:29,Dog,Heath M&M,Mr. Peaf,8,Australian cattle dog
7/22/2019 5:00:10,Dog,Mosley,Mr. Mosley,6,Pitbull/Terrier
7/22/2019 5:01:44,Dog,Peter,Mr. Peter,3,
7/22/2019 5:00:45,Cat,Miss Lucy,Lucy,4,Siamese
7/22/2019 5:01:11,Cat,Miss Molly,Molly,3,
7/22/2019 5:02:58,Cat,Luna,Luna,4 and a half months ,Ragdoll 
7/22/2019 5:15:44,Dog,Sammy ,Sammy,12,Shi Tzu mix 
7/22/2019 5:19:17,Dog,Theodore Barkalot,Teddy,8,Bichon Havanese
7/22/2019 5:38:12,Other,Delphine,,2 years,Speckledys
7/22/2019 6:02:49,Dog,d'Artagnan,Dart,17,Pug
7/22/2019 6:22:30,Cat,Fire,Fire,3 months ,Short hair
7/22/2019 6:23:02,Cat,Ash,Ash,3 months,Short hair
7/22/2019 6:23:46,Cat,Kami,Kam,1 year,Long hair
7/22/2019 6:24:24,Cat,Kit Kat,Kit,2 months ,Medium hair 
7/22/2019 6:38:43,Dog,Celsius Pele Amadeus Cartier,Celsius,11 years,Black Labrador Retriever
7/22/2019 6:39:00,Dog,Lando Calrisian,Lando,4,Labrador
7/22/2019 6:39:30,Dog,Obi-Wan,Obi,2,Labrador 
7/22/2019 6:39:37,Dog,Titus Sirius Icarus Cartier,Titus,10 years,Black Labrador Retriever Mix
7/22/2019 6:40:25,Dog,Samuel T Dogg,Sam,8(ish) (rescue),Labrador 
7/22/2019 6:44:44,Cat,Puka Shell,Puka,3,
7/22/2019 6:45:21,Cat,Lily Pad,Lily,1.5,
7/22/2019 6:45:43,Dog,Oreo Ann,Oreo ,11,
7/22/2019 6:46:12,Dog,Oliver,Ollie,7,
7/22/2019 6:47:52,Dog,Stamford,Stamford,10,Bichon frise cross
7/22/2019 7:03:56,Dog,Bentley,Bentley,4,Chocolate lab
7/22/2019 7:06:17,Dog,Lulu,Lulu,10,Jack Russell
7/22/2019 7:07:29,Dog,Ella,Elephant,8,Retriever X labrador
7/22/2019 7:08:01,Dog,Roxy,Roxy,5,German shepherd
7/22/2019 7:14:33,Cat,Andrew Angela,Andie,1.5,American shorthair
7/22/2019 7:15:09,Cat,Cricket,Creekee,8,American shorthair
7/22/2019 7:16:38,Dog,Desmond,Dez,8,English Black Labrador
7/22/2019 7:17:12,Cat,Tallulah May ,Chunky butt,2,American shorthair
7/22/2019 7:21:30,Dog,Stella ,Stella ,9,Hunterway x Collie 
7/22/2019 7:22:32,Cat,Snowflake ,Snow / Snowy,11,Main coone x
